zeta,lambda,M_max,omega_M_max,Q_max,C_eff_max,R99_M_max,B_min
0.34,-3.125,0.48392,1.03081,0.41912,0.10549,6.93112,-0.012842139
0.34,-2.5,0.49382,1.02707,0.42813,0.10664,6.8591,-0.013619178
0.34,-1.875,0.50382,1.02326,0.43724,0.10778,6.78714,-0.014408444
0.34,-1.25,0.51388,1.01985,0.44641,0.10886,6.73058,-0.015226971
0.34,-0.625,0.52398,1.0164,0.45563,0.10993,6.67566,-0.01604476
0.34,0,0.53408,1.01339,0.46485,0.11099,6.6343,-0.016882548
0.34,5,0.61297,1.00147,0.53702,0.11842,6.67459,-0.023520346
0.34,10,0.68623,0.99554,0.60405,0.12439,6.89129,-0.02970608
0.34,15,0.75373,0.99187,0.66573,0.12931,7.13179,-0.035320851
0.34,20,0.81629,0.99098,0.72284,0.13342,7.43591,-0.040449138
0.36,-20,0.3106,1.1293,0.26351,0.0492,11.47621,-0.003260268
0.36,-17.5,0.32636,1.1217,0.2772,0.0571,10.76606,-0.003807679
0.36,-15,0.34458,1.11307,0.2931,0.06836,10.1078,-0.004517315
0.36,-13.75,0.35481,1.10737,0.30205,0.0762,9.71355,-0.004953408
0.36,-12.5,0.36589,1.10105,0.31178,0.08699,9.32275,-0.005456164
0.36,-11.25,0.37792,1.09409,0.32237,0.09365,8.93919,-0.006049404
0.36,-10,0.39099,1.08613,0.33392,0.09438,8.54668,-0.006736054
0.36,-9.375,0.39794,1.08213,0.34008,0.09507,8.37047,-0.007112933
0.36,-8.75,0.40517,1.07863,0.3465,0.09589,8.23526,-0.007529487
0.36,-8.125,0.41271,1.07328,0.3532,0.0968,8.0109,-0.007979534
0.36,-7.5,0.42054,1.06843,0.36018,0.09779,7.82921,-0.008463524
0.36,-6.875,0.42866,1.06409,0.36744,0.09883,7.68311,-0.008986293
0.36,-6.25,0.43707,1.05905,0.37497,0.09992,7.5177,-0.009546824
0.36,-5.625,0.44574,1.05452,0.38275,0.10106,7.38367,-0.010135118
0.36,-5,0.45467,1.04959,0.39078,0.10223,7.24286,-0.010769713
0.36,-4.375,0.46383,1.04471,0.39903,0.10339,7.11142,-0.011437801
0.36,-3.75,0.47318,1.0402,0.40747,0.10451,7.00196,-0.012137922
0.36,-3.125,0.48269,1.03561,0.41606,0.10561,6.89526,-0.012869057
0.36,-2.5,0.49233,1.03094,0.42479,0.10676,6.79082,-0.013626941
0.36,-1.875,0.50205,1.02806,0.4336,0.10785,6.75063,-0.014400108
0.36,-1.25,0.51184,1.02373,0.44248,0.10889,6.664,-0.015186649
0.36,-0.625,0.52165,1.02123,0.45139,0.10997,6.63849,-0.015988921
0.36,0,0.53146,1.01935,0.46031,0.11098,6.63357,-0.016797373
0.36,5,0.60821,1.0058,0.53017,0.11824,6.61414,-0.023259991
0.36,10,0.67962,1.00014,0.59519,0.12413,6.83272,-0.029282186
0.36,15,0.74552,0.99751,0.65513,0.12897,7.09955,-0.034773837
0.36,20,0.80669,0.99601,0.7107,0.13305,7.37519,-0.039790592
0.38,-20,0.31186,1.13311,0.2634,0.05047,11.27523,-0.003334869
0.38,-17.5,0.32756,1.12537,0.27699,0.05865,10.58431,-0.003888439
0.38,-15,0.34569,1.11631,0.29274,0.07035,9.91469,-0.004608601
0.38,-13.75,0.35584,1.11096,0.3016,0.07849,9.56972,-0.005050354
0.38,-12.5,0.36683,1.105,0.31121,0.09041,9.21931,-0.005559546
0.38,-11.25,0.37874,1.09837,0.32165,0.09365,8.87037,-0.006151904
0.38,-10,0.39166,1.09046,0.33302,0.09456,8.48744,-0.006833156
0.38,-9.375,0.39852,1.08639,0.33908,0.0953,8.31056,-0.007218399
0.38,-8.75,0.40565,1.08226,0.34539,0.09617,8.14179,-0.007638857
0.38,-8.125,0.41307,1.07743,0.35196,0.0971,7.94995,-0.008080427
0.38,-7.5,0.42077,1.07253,0.35879,0.09809,7.76789,-0.00856311
0.38,-6.875,0.42874,1.06814,0.36589,0.09912,7.62332,-0.009078871
0.38,-6.25,0.43698,1.06365,0.37324,0.10018,7.48308,-0.009633778
0.38,-5.625,0.44548,1.05847,0.38083,0.10129,7.32349,-0.010218003
0.38,-5,0.45421,1.05381,0.38865,0.10244,7.19399,-0.010843169
0.38,-4.375,0.46315,1.0489,0.39667,0.10357,7.06387,-0.01149979
0.38,-3.75,0.47227,1.04436,0.40486,0.10466,6.95406,-0.012179829
0.38,-3.125,0.48154,1.04021,0.4132,0.10575,6.86342,-0.012889357
0.38,-2.5,0.49093,1.03553,0.42166,0.10686,6.75819,-0.013632475
0.38,-1.875,0.50039,1.03266,0.4302,0.10792,6.71719,-0.01438132
0.38,-1.25,0.50991,1.02928,0.4388,0.10895,6.662,-0.01515196
0.38,-0.625,0.51946,1.02586,0.44743,0.10999,6.60592,-0.015928498
0.38,0,0.52901,1.02321,0.45607,0.11096,6.57616,-0.016717001
0.38,5,0.60371,1.0113,0.52375,0.11811,6.60061,-0.023009979
0.38,10,0.67337,1.00452,0.58688,0.12391,6.7744,-0.028882423
0.38,15,0.73776,1.00212,0.64518,0.12868,7.04172,-0.03425339
0.38,20,0.7976,1.00037,0.6993,0.13272,7.30399,-0.039172627
0.4,-20,0.31312,1.13664,0.26336,0.05174,11.08271,-0.003409328
0.4,-17.5,0.32876,1.12878,0.27684,0.06019,10.4101,-0.003970272
0.4,-15,0.34679,1.12017,0.29245,0.07233,9.8098,-0.004699138
0.4,-13.75,0.35688,1.11429,0.30122,0.08095,9.43113,-0.00514533
0.4,-12.5,0.36778,1.10824,0.31071,0.09438,9.08821,-0.005656946
0.4,-11.25,0.37957,1.10152,0.32102,0.09377,8.74403,-0.006251968
0.4,-10,0.39234,1.09395,0.33222,0.09478,8.3952,-0.006938748
0.4,-9.375,0.39911,1.08983,0.33817,0.09554,8.21981,-0.007319758
0.4,-8.75,0.40614,1.08564,0.34437,0.09642,8.05234,-0.007741231
0.4,-8.125,0.41345,1.08015,0.35081,0.09738,7.83227,-0.008181148
0.4,-7.5,0.42102,1.0758,0.35751,0.09837,7.68151,-0.008663545
0.4,-6.875,0.42885,1.07074,0.36445,0.09939,7.51082,-0.009174387
0.4,-6.25,0.43693,1.06683,0.37163,0.10043,7.39934,-0.009715599
0.4,-5.625,0.44525,1.0616,0.37903,0.10152,7.24154,-0.010297367
0.4,-5,0.45379,1.05736,0.38665,0.10264,7.13151,-0.010905467
0.4,-4.375,0.46253,1.05195,0.39445,0.10374,6.98379,-0.0115499
0.4,-3.75,0.47143,1.04785,0.40242,0.1048,6.89172,-0.012218648
0.4,-3.125,0.48047,1.04369,0.41052,0.10588,6.80126,-0.012915563
0.4,-2.5,0.48961,1.04041,0.41872,0.10696,6.74479,-0.013634773
0.4,-1.875,0.49883,1.0366,0.42701,0.10797,6.67289,-0.01437215
0.4,-1.25,0.5081,1.03371,0.43534,0.10901,6.63171,-0.015121546
0.4,-0.625,0.51739,1.03079,0.44371,0.11001,6.59225,-0.015883052
0.4,0,0.52669,1.02817,0.45208,0.11096,6.5621,-0.01664254
0.4,5,0.59946,1.01591,0.51773,0.11797,6.56827,-0.022774021
0.4,10,0.66745,1.00946,0.57907,0.12367,6.74692,-0.028505526
0.4,15,0.73041,1.00652,0.63583,0.1284,6.99016,-0.033762556
0.4,20,0.78897,1.00539,0.68857,0.13237,7.26536,-0.038588147
0.42,-20,0.31437,1.14053,0.26337,0.053,10.97154,-0.003481883
0.42,-17.5,0.32996,1.13254,0.27675,0.06172,10.30477,-0.004049729
0.42,-15,0.3479,1.12335,0.29223,0.07429,9.67,-0.004783716
0.42,-13.75,0.35791,1.11784,0.3009,0.08345,9.33413,-0.005235505
0.42,-12.5,0.36873,1.11124,0.31029,0.09387,8.96141,-0.005755894
0.42,-11.25,0.38041,1.10396,0.32046,0.09397,8.59476,-0.006351773
0.42,-10,0.39303,1.0966,0.33149,0.09504,8.27095,-0.007033488
0.42,-9.375,0.39971,1.09243,0.33734,0.0958,8.09929,-0.007423645
0.42,-8.75,0.40664,1.08881,0.34343,0.09667,7.96654,-0.007833449
0.42,-8.125,0.41383,1.08387,0.34976,0.09764,7.77784,-0.008282901
0.42,-7.5,0.42128,1.07885,0.35632,0.09864,7.59956,-0.008757863
0.42,-6.875,0.42897,1.07437,0.36311,0.09965,7.45739,-0.009254541
0.42,-6.25,0.4369,1.0698,0.37012,0.10067,7.31988,-0.009796386
0.42,-5.625,0.44505,1.06514,0.37735,0.10173,7.18741,-0.010370291
0.42,-5,0.45341,1.06025,0.38478,0.10283,7.05404,-0.010967293
0.42,-4.375,0.46194,1.05669,0.39237,0.1039,6.97702,-0.011597394
0.42,-3.75,0.47064,1.05163,0.40012,0.10493,6.84982,-0.012260594
0.42,-3.125,0.47945,1.04841,0.40799,0.10601,6.79244,-0.012938617
0.42,-2.5,0.48837,1.04466,0.41596,0.10705,6.71831,-0.01364112
0.42,-1.875,0.49736,1.04086,0.424,0.10802,6.64627,-0.014360516
0.42,-1.25,0.50639,1.03798,0.43209,0.10906,6.60607,-0.015094049
0.42,-0.625,0.51544,1.03508,0.44021,0.11002,6.56601,-0.015833788
0.42,0,0.5245,1.03232,0.44833,0.11098,6.52974,-0.016573527
0.42,5,0.59544,1.02036,0.51206,0.11782,6.53902,-0.022546997
0.42,10,0.66184,1.01421,0.57172,0.12341,6.72172,-0.028152323
0.42,15,0.72343,1.01072,0.62701,0.12811,6.94029,-0.033293994
0.42,20,0.78078,1.00933,0.67845,0.13207,7.20116,-0.038017169
0.44,-20,0.31563,1.14357,0.26343,0.05432,10.7923,-0.003553805
0.44,-17.5,0.33116,1.13547,0.27672,0.06326,10.14238,-0.004136576
0.44,-15,0.349,1.1263,0.29206,0.07637,9.53519,-0.00487322
0.44,-13.75,0.35895,1.12071,0.30065,0.0861,9.20548,-0.005331255
0.44,-12.5,0.36967,1.11448,0.30992,0.09365,8.87159,-0.00585321
0.44,-11.25,0.38124,1.10711,0.31996,0.09409,8.50782,-0.006448132
0.44,-10,0.39371,1.09966,0.33083,0.09533,8.18692,-0.00713872
0.44,-9.375,0.40031,1.09544,0.33659,0.09608,8.01646,-0.00752145
0.44,-8.75,0.40714,1.09178,0.34257,0.09693,7.88479,-0.00793344
0.44,-8.125,0.41422,1.08741,0.34878,0.09788,7.72853,-0.008377759
0.44,-7.5,0.42155,1.08171,0.35521,0.09889,7.52106,-0.00884864
0.44,-6.875,0.4291,1.07781,0.36186,0.0999,7.40627,-0.009346084
0.44,-6.25,0.43688,1.0732,0.36872,0.1009,7.26944,-0.009877973
0.44,-5.625,0.44487,1.06851,0.37578,0.10193,7.1371,-0.010442191
0.44,-5,0.45305,1.06438,0.38302,0.10302,7.03329,-0.011034505
0.44,-4.375,0.4614,1.05985,0.39042,0.10406,6.91982,-0.011650683
0.44,-3.75,0.46989,1.05573,0.39796,0.10506,6.82711,-0.012296491
0.44,-3.125,0.4785,1.05203,0.40562,0.10612,6.75336,-0.012967696
0.44,-2.5,0.4872,1.04827,0.41336,0.10713,6.68005,-0.013645833
0.44,-1.875,0.49597,1.04496,0.42117,0.1081,6.62255,-0.014348785
0.44,-1.25,0.50478,1.04111,0.42903,0.1091,6.55105,-0.01506232
0.44,-0.625,0.5136,1.03922,0.43691,0.11002,6.54215,-0.015780087
0.44,0,0.52243,1.03631,0.4448,0.11099,6.50226,-0.016509971
0.44,5,0.59163,1.02464,0.50672,0.11769,6.5136,-0.022335068
0.44,10,0.65652,1.01802,0.56479,0.12321,6.67374,-0.027815329
0.44,15,0.71679,1.01474,0.61869,0.12781,6.89255,-0.032853028
0.44,20,0.77299,1.01308,0.6689,0.13174,7.1399,-0.037489755
0.46,-20,0.31688,1.1464,0.26353,0.05563,10.61984,-0.003627811
0.46,-17.5,0.33235,1.13881,0.27673,0.0649,10.04614,-0.004215296
0.46,-15,0.3501,1.12903,0.29194,0.07857,9.40493,-0.004970336
0.46,-13.75,0.35998,1.12337,0.30044,0.08916,9.08204,-0.00542812
0.46,-12.5,0.37061,1.11754,0.30961,0.09364,8.78536,-0.005946441
0.46,-11.25,0.38207,1.11007,0.31952,0.09424,8.42426,-0.006544758
0.46,-10,0.3944,1.10253,0.33023,0.0956,8.10621,-0.007239015
0.46,-9.375,0.40091,1.09826,0.3359,0.09638,7.93679,-0.007618439
0.46,-8.75,0.40765,1.09392,0.34178,0.0972,7.77464,-0.008029754
0.46,-8.125,0.41462,1.09015,0.34787,0.09812,7.65104,-0.008462959
0.46,-7.5,0.42182,1.08566,0.35418,0.09913,7.50151,-0.008937244
0.46,-6.875,0.42925,1.08045,0.36069,0.10014,7.33191,-0.009432608
0.46,-6.25,0.43688,1.07645,0.3674,0.10112,7.2214,-0.009955539
0.46,-5.625,0.44472,1.07107,0.3743,0.10212,7.06449,-0.010507388
0.46,-5,0.45273,1.06691,0.38136,0.10319,6.96166,-0.01109383
0.46,-4.375,0.46089,1.06333,0.38858,0.10421,6.88456,-0.011704866
0.46,-3.75,0.4692,1.05871,0.39592,0.10519,6.77456,-0.012331847
0.46,-3.125,0.47761,1.055,0.40337,0.10623,6.70011,-0.012982612
0.46,-2.5,0.4861,1.05174,0.41091,0.1072,6.64306,-0.013652835
0.46,-1.875,0.49466,1.04793,0.41851,0.10818,6.5709,-0.01433603
0.46,-1.25,0.50325,1.04559,0.42614,0.10914,6.54625,-0.015035712
0.46,-0.625,0.51186,1.04272,0.4338,0.11005,6.50624,-0.015741881
0.46,0,0.52047,1.04017,0.44147,0.11099,6.47671,-0.016450211
0.46,5,0.58802,1.02804,0.50168,0.11758,6.46752,-0.022138213
0.46,10,0.65145,1.02246,0.55825,0.12303,6.65245,-0.02749921
0.46,15,0.71047,1.01944,0.61083,0.12757,6.87641,-0.03242753
0.46,20,0.76556,1.01756,0.65986,0.13145,7.11096,-0.036976142
0.48,-20,0.31813,1.14966,0.26367,0.05694,10.52301,-0.003699387
0.48,-17.5,0.33354,1.14133,0.27678,0.06651,9.89335,-0.004299908
0.48,-15,0.35119,1.13206,0.29187,0.08072,9.31717,-0.005058339
0.48,-13.75,0.361,1.12632,0.30028,0.09278,8.99683,-0.005513349
0.48,-12.5,0.37155,1.11993,0.30935,0.09375,8.67082,-0.006041731
0.48,-11.25,0.38289,1.11285,0.31914,0.09444,8.34374,-0.006643336
0.48,-10,0.39508,1.10522,0.32969,0.09583,8.02844,-0.007331548
0.48,-9.375,0.40151,1.1009,0.33527,0.09665,7.85991,-0.007711162
0.48,-8.75,0.40815,1.09717,0.34105,0.09749,7.73128,-0.008126068
0.48,-8.125,0.41502,1.09271,0.34703,0.09837,7.57617,-0.008556266
0.48,-7.5,0.42211,1.08818,0.35321,0.09936,7.4288,-0.009018223
0.48,-6.875,0.4294,1.08422,0.35959,0.10036,7.31376,-0.009513267
0.48,-6.25,0.4369,1.07888,0.36616,0.10134,7.15068,-0.01003463
0.48,-5.625,0.44458,1.07478,0.3729,0.10231,7.04417,-0.010574668
0.48,-5,0.45243,1.07027,0.3798,0.10336,6.92793,-0.011153232
0.48,-4.375,0.46042,1.06668,0.38684,0.10435,6.8512,-0.011746058
0.48,-3.75,0.46854,1.06253,0.394,0.10532,6.75789,-0.012365354
0.48,-3.125,0.47676,1.05882,0.40126,0.10633,6.68329,-0.013006706
0.48,-2.5,0.48506,1.05506,0.40859,0.10727,6.60919,-0.013663499
0.48,-1.875,0.49341,1.05227,0.41598,0.10825,6.56931,-0.014333525
0.48,-1.25,0.5018,1.04893,0.42341,0.10917,6.51245,-0.015012375
0.48,-0.625,0.5102,1.04659,0.43086,0.11008,6.48864,-0.015695636
0.48,0,0.51861,1.04389,0.43832,0.11098,6.45312,-0.016391103
0.48,5,0.58458,1.03203,0.49691,0.11745,6.44664,-0.021934414
0.48,10,0.64663,1.02595,0.55205,0.12282,6.61193,-0.027186753
0.48,15,0.70445,1.02314,0.60338,0.12732,6.83565,-0.032018711
0.48,20,0.75848,1.02098,0.6513,0.13116,7.05515,-0.03648852
0.5,-20,0.319369381,1.151647328,0.263842591,0.058239556,10.36146944,-0.003770479
0.5,-17.5,0.33472,1.1443,0.27687,0.06813,9.80528,-0.004375113
0.5,-15,0.35228,1.13442,0.29183,0.08299,9.19633,-0.005142801
0.5,-13.75,0.36202,1.12861,0.30016,0.09402,8.88059,-0.005603688
0.5,-12.5,0.37248,1.12214,0.30913,0.09377,8.56037,-0.006135382
0.5,-11.25,0.38371,1.11547,0.31879,0.09471,8.26707,-0.006729675
0.5,-10,0.39576,1.10775,0.3292,0.09603,7.95305,-0.007426012
0.5,-9.375,0.4021,1.10404,0.33469,0.09687,7.81905,-0.007809861
0.5,-8.75,0.40866,1.09896,0.34037,0.09777,7.62765,-0.008216412
0.5,-8.125,0.41542,1.09511,0.34625,0.09867,7.50494,-0.008647912
0.5,-7.5,0.4224,1.09054,0.35231,0.09958,7.35823,-0.009099866
0.5,-6.875,0.42957,1.08589,0.35857,0.10054,7.21706,-0.009587779
0.5,-6.25,0.43693,1.08183,0.365,0.10155,7.10715,-0.010101878
0.5,-5.625,0.44446,1.0777,0.37159,0.10253,7.00112,-0.010642947
0.5,-5,0.45215,1.0735,0.37833,0.10347,6.89768,-0.011207727
0.5,-4.375,0.45998,1.06939,0.3852,0.1045,6.80251,-0.011791724
0.5,-3.75,0.46792,1.06574,0.39218,0.10547,6.72621,-0.012400444
0.5,-3.125,0.47596,1.06202,0.39925,0.1064,6.65086,-0.01301939
0.5,-2.5,0.48407,1.05877,0.4064,0.10738,6.59457,-0.013666316
0.5,-1.875,0.49223,1.05547,0.41359,0.10828,6.53738,-0.014322231
0.5,-1.25,0.50042,1.05318,0.42083,0.10921,6.51371,-0.014989384
0.5,-0.625,0.50863,1.05035,0.42808,0.1101,6.47249,-0.015658785
0.5,0,0.516843024,1.046896884,0.435335333,0.110989996,6.4190352,-0.016331692
0.5,5,0.58131,1.03515,0.4924,0.11732,6.40652,-0.021754375
0.5,10,0.64204,1.02931,0.54618,0.1226,6.57248,-0.026891154
0.5,15,0.6987,1.0267,0.59631,0.12705,6.79557,-0.031627614
0.5,20,0.75171051,1.024037963,0.643173472,0.130867545,7.007271216,-0.036012901
